Timestamp;Username;Navn;Afdeling;PCNavn;OS;Producent;Model1;Model2;S/N;PC-AD-Status
02/10/20 13:36;N1M001;Nikhil Copeland;"Løn, HR og Arbejdsmiljø";PC5001139;Windows 10;Dell Inc.;OptiPlex 7010;01;6CRPJ5J;Aktiv
07/10/20 08:45;N1M002;Carlo Carey;Miljø- og Energiforvaltningen;PC5001268;Windows 10;American Megatrends Inc.;Surface Pro 3;1;014397451253;Aktiv
30/09/20 14:23;N1M003;Jazlene Higgins;MP Vandløb;PC5001299;Windows 10;Dell Inc.;Latitude E7250;;1DR7F72;Aktiv
22/09/20 10:49;N1M004;Agripina Groleau;MP VandMiljø;PC5001303;Windows 10;Dell Inc.;Latitude E7450;;5XG5F72;Aktiv
06/10/20 08:21;N1M005;Kira Kim;"AFS DiGIT, DAD-Opmåling";PC5001316;Windows 10;Dell Inc.;Latitude E7450;;H2FXN72;Aktiv
07/10/20 08:03;N1M006;Orlando Larson;"AFS DiGIT, DAD-Konsulenter";PC5001326;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0E2NWT;Aktiv
03/09/20 12:10;N1M170;Finley Rice;"AFS Kundeservice, Kunde- og Målerdata";PC5001327;Windows 10;Dell Inc.;Latitude E7270;;8BTQGC2;Aktiv
07/10/20 08:18;N1M007;Walter Harrison;MP VirksomhedsMiljø;PC5001329;Windows 10;Dell Inc.;Latitude E7270;;BXYQGC2;Aktiv
07/10/20 06:47;N1M008;Jayce Giles;"ADB Økonomi, Kantine SB5";PC5001335;Windows 10;Dell Inc.;Latitude E7270;;9RD0PC2;Aktiv
07/10/20 03:53;N1M009;Lailah Flores;"AFS Økonomi, Finans";PC5001341;Windows 10;Dell Inc.;Latitude E7470;;96Q9TC2;Aktiv
07/10/20 03:52;N1M010;Kobe Parsons;"AFS DiGIT, DAD";PC5001350;Windows 10;LENOVO;30AVS06X00;ThinkStation P310;S4AV9282;Aktiv
07/10/20 07:04;N1M011;Asher Hayes;"AFS DiGIT, DAD-Konsulenter";PC5001355;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0JC7GN;Aktiv
27/08/20 08:12;N1M609;Armida Calder;BU Netværk for Bæredygtig Erhvervsudv.;PC5001356;Windows 10;Dell Inc.;Latitude E7250;;6J04662;Aktiv
25/08/20 09:22;N1M176;Adrianna Stout;"AFS Kundeservice, Fakt. og Opkrævning";PC5001358;Windows 10;Dell Inc.;Latitude E7270;;BC58WF2;Aktiv
07/10/20 07:07;N1M012;Chad Taylor;"AFS Direktion, Sekretariat og Strategi";PC5001360;Windows 10;Dell Inc.;Latitude E7470;;9WG8WF2;Aktiv
28/09/20 08:17;N1M013;Nikolas Moyer;MEF Eksterne brugere;PC5001361;Windows 10;LENOVO;80U1;MIIX 510-12ISK;YD023VGR;Aktiv
07/10/20 07:14;N1M014;Carie Howell;"AFS Direktion, Jura";PC5001364;Windows 10;Dell Inc.;Latitude E5270;;DNLMWF2;Aktiv
06/10/20 09:07;N1M015;Kamren Pineda;AFV Innovation og Videndeling;PC5001373;Windows 10;Dell Inc.;Latitude E7270;;9LCJ1G2;Aktiv
07/10/20 07:54;N1M016;Jazmin Novak;"AFS DiGIT, IT-Service";PC5001381;Windows 10;LENOVO;20HGS3JB00;ThinkPad T470s;PC0N4PYD;Aktiv
07/10/20 07:44;N1M017;Ashanti Graves;"AFS DiGIT, Projekter";PC5001382;Windows 10;LENOVO;20HGS3JB00;ThinkPad T470s;PC0N4PYC;Aktiv
17/09/20 14:41;N1M162;Braelyn Eaton;"IT-Support, AFS";PC5001384;Windows 10;Dell Inc.;Latitude 7480;;2YJC9H2;Aktiv
07/10/20 07:59;N1M019;Jerome Brooks;"AFS DiGIT, IT-Service";PC5001386;Windows 10;LENOVO;20HMS37W00;ThinkPad X270;PC0NLW3N;Aktiv
07/10/20 08:11;N1M186;Rex Harrell;"AFS Direktion, Sekretariat og Strategi";PC5001388;Windows 10;Dell Inc.;Latitude 7480;;55KK7H2;Aktiv
07/10/20 07:36;N1M020;Victor Hanson;AFS Kunder og Indkøb;PC5001389;Windows 10;Dell Inc.;Latitude 7480;;G063BH2;Aktiv
07/10/20 08:25;N1M021;Sarai Ferguson;"AFS Økonomi, Business Controlling";PC5001390;Windows 10;Dell Inc.;Latitude 7480;;7XQ0FH2;Aktiv
07/10/20 09:47;N1M022;Dustin Bonilla;"AFS DiGIT, DAD-Konsulenter";PC5001392;Windows 10;LENOVO;20HMS1QE00;ThinkPad X270;PC0NLZAR;Aktiv
10/09/20 10:18;N1M045;Maia Cabrera;"AFS DiGIT, IT-Service";PC5001395;Windows 10;Dell Inc.;Latitude 7480;;3RKSLH2;Aktiv
07/10/20 08:20;N1M023;Seth Ortega;"AFS Direktion, Jura";PC5001398;Windows 10;Dell Inc.;Latitude 7480;;71R4MH2;Aktiv
07/10/20 07:53;N1M024;Monica Padilla;"AFS Direktion, Sekretariat og Strategi";PC5001401;Windows 10;Dell Inc.;Latitude 7480;;2M15PH2;Aktiv
07/10/20 09:11;N1M025;Elisha Soto;"AFR Sekretariat, Kørselskontor";PC5001402;Windows 10;Dell Inc.;Latitude 7480;;78P0NH2;Aktiv
07/10/20 08:16;N1M026;Kellen Schwartz;"AFS Direk., HR,Personale og Arbejdsmiljø";PC5001403;Windows 10;Dell Inc.;Latitude 7480;;4N15PH2;Aktiv
07/10/20 07:15;N1M027;Cedric Savage;"AFS Kundeservice, Fakt. og Opkrævning";PC5001406;Windows 10;Dell Inc.;Latitude 7480;;3TVXLH2;Aktiv
07/10/20 08:05;N1M028;Breanna Reeves;"AFS Kundeservice, Kunde- og Målerdata";PC5001407;Windows 10;Dell Inc.;Latitude 7480;;1YW1NH2;Aktiv
07/10/20 07:32;N1M029;Nilsa Goodsell  ;MP BorgerMiljø;PC5001409;Windows 10;Dell Inc.;Latitude 7480;;17PXLH2;Aktiv
30/09/20 08:21;N1M113;Yasmin Oconnell;"AFS DiGIT, IT-Service";PC5001411;Windows 10;Dell Inc.;Latitude 7480;;33PXLH2;Aktiv
07/10/20 08:07;N1M031;Leonard Tanner;"AFS Direktion, Jura";PC5001412;Windows 10;Dell Inc.;Latitude 7480;;DFPXLH2;Aktiv
07/10/20 07:29;N1M032;Rafael Banks;"AFS Kundeservice, Kunde- og Målerdata";PC5001413;Windows 10;Dell Inc.;Latitude 7480;;GRKSLH2;Aktiv
07/10/20 07:06;N1M033;Andre Mcmahon;"AFS Kundeservice, Fakt. og Opkrævning";PC5001414;Windows 10;Dell Inc.;Latitude 7480;;GFRSLH2;Aktiv
05/10/20 07:03;N1M034;Shaniya Charles;"AFS Kundeservice, Lager og Logistik";PC5001415;Windows 10;Dell Inc.;Latitude 7480;;BZCSLH2;Aktiv
07/10/20 09:13;N1M035;Kareem Dennis;"AFS DiGIT, IT-Service";PC5001417;Windows 10;Dell Inc.;Latitude 7480;;BC8S5M2;Aktiv
07/10/20 08:08;N1M036;Kyson Thornton;"AFS DiGIT, DAD-Opmåling";PC5001418;Windows 10;Dell Inc.;Latitude 7480;;CDRSLH2;Aktiv
07/10/20 08:20;N1M037;Jordin Colon;BU Center for Grøn Omstilling;PC5001419;Windows 10;Dell Inc.;Latitude 7480;;D9RSLH2;Aktiv
07/10/20 07:26;N1M038;Kurt Legge;"AFS Kundeservice, Fakt. og Opkrævning";PC5001421;Windows 10;Dell Inc.;Latitude 7480;;9MVR5M2;Aktiv
07/10/20 08:10;N1M039;Prince Stephens;"AFS Kundeservice, Fakt. og Opkrævning";PC5001422;Windows 10;Dell Inc.;Latitude 7480;;2PVR5M2;Aktiv
07/10/20 08:26;N1M040;Tyrell Marsh;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001423;Windows 10;Dell Inc.;Latitude 7480;;GFXG4M2;Aktiv
23/09/20 12:43;N1M041;Jaquan Chase;BU Bæredygtig Borger og Erhverv;PC5001426;Windows 10;Dell Inc.;Latitude 7280;;DC25GH2;Aktiv
07/10/20 08:33;N1M042;Darian Sanford;"AFS Direktion, Sekretariat og Strategi";PC5001429;Windows 10;Dell Inc.;Latitude 7480;;2HFXJM2;Aktiv
07/10/20 07:54;N1M043;Jaylyn Phelps;AFS Økonomi;PC5001434;Windows 10;Dell Inc.;Latitude 7480;;34MXJM2;Aktiv
07/10/20 07:59;N1M044;Moshe Hinton;"AFS Økonomi, Finans";PC5001435;Windows 10;Dell Inc.;Latitude 7480;;C2MXJM2;Aktiv
18/09/20 09:07;N1M121;Mohammed Moon;"AFS Kundeservice, Kunde- og Målerdata";PC5001438;Windows 10;Dell Inc.;Latitude 7480;;9P7XJM2;Aktiv
07/10/20 07:26;N1M046;Caitlyn Church;BU Center for Grøn Omstilling;PC5001441;Windows 10;Dell Inc.;Latitude 7480;;162XJM2;Aktiv
07/10/20 07:59;N1M047;Yazmin Floyd;"AFS Økonomi, Finans";PC5001442;Windows 10;Dell Inc.;Latitude 7480;;252XJM2;Aktiv
07/10/20 06:51;N1M048;Moises Lozano;"AFS Direktion, Sekretariat og Jura";PC5001445;Windows 10;Dell Inc.;Latitude 7480;;2LFXJM2;Aktiv
07/10/20 07:51;N1M049;Skyler Olsen;"AFS Direktion, Jura";PC5001449;Windows 10;Dell Inc.;Latitude 7480;;HDFXJM2;Aktiv
07/10/20 08:01;N1M050;Harmony Dickerson;"AFS Kundeservice, Kunde- og Målerdata";PC5001460;Windows 10;Dell Inc.;Latitude 7480;;8ZYYDH2;Aktiv
07/10/20 07:28;N1M051;Emelia Sellers;"AFS DiGIT, DAD-Drift";PC5001461;Windows 10;LENOVO;20HLS1JT00;ThinkPad P71;PF0XS9P3;Aktiv
07/10/20 07:08;N1M052;Audrina Smith;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001464;Windows 10;Dell Inc.;Latitude 5590;;6QXBNN2;Aktiv
07/10/20 07:36;N1M054;Adrian Fields;"AFS DiGIT, DAD-Drift";PC5001466;Windows 10;LENOVO;20LAS0XW00;ThinkPad T580;R90QE6CY;Aktiv
06/10/20 18:15;N1M055;Elisa Rich;AFS DiGIT;PC5001475;Windows 10;LENOVO;20L8S3J000;ThinkPad T480s;PF11KPZN;Aktiv
07/10/20 03:51;N1M010;Kobe Parsons;"AFS DiGIT, DAD";PC5001477;Windows 10;LENOVO;10MNS04X00;ThinkCentre M910t;S4FL0771;Aktiv
07/10/20 07:05;N1M056;Jadon Carson;"AFS DiGIT, DAD-Opmåling";PC5001479;Windows 10;Dell Inc.;Latitude 7480;;JCFXJM2;Aktiv
05/10/20 07:59;N1M057;Marcus Jackson;AFS Direktionssekretariat;PC5001480;Windows 10;Dell Inc.;Latitude 7480;;B1DSLH2;Aktiv
07/10/20 07:53;N1M058;Melina Hudson;"AFS DiGIT, DAD-Drift";PC5001482;Windows 10;Dell Inc.;Latitude 7490;;JNYFTN2;Aktiv
07/10/20 07:55;N1M059;Ibrahim Stein;"AFS DiGIT, DAD-Drift";PC5001483;Windows 10;LENOVO;20LAS24R00;ThinkPad T580;R90QP0K4;Aktiv
07/10/20 08:36;N1M060;Landyn Cardenas;"AFS Direk., HR,Personale og Arbejdsmiljø";PC5001484;Windows 10;Dell Inc.;Latitude 7480;;172XJM2;Aktiv
07/10/20 08:14;N1M008;Jayce Giles;"ADB Økonomi, Kantine SB5";PC5001485;Windows 10;Dell Inc.;Latitude 7480;;2VQ5PN2;Aktiv
07/10/20 08:59;N1M061;Sienna Sheppard;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001486;Windows 10;Dell Inc.;Latitude 7490;;GWVLSN2;Aktiv
07/10/20 08:02;N1M062;Tatum Hodge;"AFS Kundeservice, Kommunikation/Design";PC5001487;Windows 10;Dell Inc.;Latitude 7490;;C6Z0VN2;Aktiv
07/10/20 07:18;N1M063;Mallory Mccullough;"AFS Økonomi, Finans";PC5001489;Windows 10;Dell Inc.;Latitude 7490;;3MKPTN2;Aktiv
07/10/20 08:17;N1M064;Estrella Lee;BU Center for Grøn Omstilling;PC5001490;Windows 10;Dell Inc.;Latitude 7480;;BBPXLH2;Aktiv
01/09/20 08:21;N1M065;Hailie Tyler;"AFS DiGIT, IT-Service";PC5001491;Windows 10;Dell Inc.;Latitude 7490;;1DN7VP2;Aktiv
07/10/20 08:07;N1M066;Gustavo Andersen;"AFS Økonomi, Business Controlling";PC5001492;Windows 10;Dell Inc.;Latitude 7490;;92MX5Q2;Aktiv
07/10/20 08:10;N1M067;Maryjane Ibarra;AFS DiGIT;PC5001493;Windows 10;LENOVO;20KES0S200;ThinkPad X280;PC0W0ZF3;Aktiv
07/10/20 07:47;N1M068;Hailey Horn;AFE Vedligeholdelse;PC5001495;Windows 10;Dell Inc.;Latitude 7490;;8ZCJTN2;Aktiv
07/10/20 07:33;N1M069;Tatiana Moreno;"AFS Kundeservice, Fakt. og Opkrævning";PC5001497;Windows 10;Dell Inc.;Latitude 7480;;1LRSLH2;Aktiv
28/09/20 12:19;N1M070;Braxton Knox;"AFS DiGIT, IT-Service";PC5001500;Windows 10;LENOVO;20KES0S200;ThinkPad X280;PF119876;Aktiv
17/09/20 08:20;N1M071;Jaxson Kent;;PC5001502;Windows 10;Dell Inc.;Latitude 7490;;626JTN2;Deaktiveret
08/09/20 07:57;N1M037;Jordin Colon;BU Center for Grøn Omstilling;PC5001504;Windows 10;Dell Inc.;Latitude 7490;;BRVLSN2;Aktiv
25/09/20 14:55;N1M130;Cara Waller;"AFS Direk., HR,Personale og Arbejdsmiljø";PC5001510;Windows 10;Dell Inc.;Latitude 7490;;4VK1TQ2;Aktiv
07/10/20 07:28;N1M072;Audrey Simmons;"AFS Økonomi, Finans";PC5001511;Windows 10;Dell Inc.;Latitude 7490;;2S2DTQ2;Aktiv
07/10/20 07:25;N1M073;Livia Schmitt;MP BorgerMiljø;PC5001513;Windows 10;Dell Inc.;Latitude 7490;;8Y2NSQ2;Aktiv
07/10/20 08:18;N1M074;Libby Parrish;"AFS DiGIT, DAD-Konsulenter";PC5001514;Windows 10;LENOVO;20L6SB2400;ThinkPad T480;PF1EKFN2;Aktiv
07/10/20 06:05;N1M010;Kobe Parsons;"AFS DiGIT, DAD";PC5001519;Windows 10;LENOVO;10MNS04X00;ThinkCentre M910t;S4FL0769;Aktiv
05/10/20 13:01;N1M075;Lillian Mosley;AFE Vagthold;PC5001522;Windows 10;Dell Inc.;Latitude E7250;;82H3662;Aktiv
07/10/20 07:51;N1M076;Anastasia Osborne;"AFS Kundeservice, Kommunikation/Design";PC5001524;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90S2GD1;Aktiv
07/10/20 08:12;N1M057;Marcus Jackson;AFS Direktionssekretariat;PC5001525;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90S2Y5T;Aktiv
06/10/20 08:50;N1M079;Chandler Atkinson;"AFS Direktion, Sekretariat og Strategi";PC5001527;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC0Z5QLF;Aktiv
07/10/20 07:48;N1M077;Alfred George;"AFS Kundeservice, Kunde- og Målerdata";PC5001528;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1H640U;Aktiv
07/10/20 10:14;N1M079;Chandler Atkinson;"AFS Direktion, Sekretariat og Strategi";PC5001530;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC0ZWKH5;Aktiv
06/10/20 07:32;N1M080;Oscar Willis;Digital formidling;PC5001531;Windows 10;HP;HP ProBook 640 G4; ;5CG8464R72;Aktiv
07/10/20 07:16;N1M081;Fletcher Monroe;"AFS Direktion, Sekretariat og Strategi";PC5001532;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC100CXC;Aktiv
07/10/20 06:48;N1M082;Jayla Trujillo;"AFS Direk., HR,Personale og Arbejdsmiljø";PC5001534;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1GTXXV;Aktiv
07/10/20 08:26;N1M083;Daniella Fuentes;"AFS Kundeservice, Kunde- og Målerdata";PC5001535;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1GTXYJ;Aktiv
07/10/20 07:39;N1M084;Violet Everett;"AFS Økonomi, Business Controlling";PC5001536;Windows 10;LENOVO;20L8S8TV00;ThinkPad T480s;PC1158W2;Aktiv
10/09/20 10:29;N1M179;Jonathon Hogan;"AFS DiGIT, DAD-Opmåling";PC5001537;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1H250T;Aktiv
07/10/20 08:05;N1M085;Beau Maynard;"AFS DiGIT, Projekter";PC5001538;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC11BZLE;Aktiv
07/10/20 07:58;N1M086;Shea Tate;"AFS Økonomi, Business Controlling";PC5001540;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1GE1RT;Aktiv
07/10/20 07:07;N1M087;Josue Stone;"AFS DiGIT, Projekter";PC5001541;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC11LGH5;Aktiv
07/10/20 08:05;N1M088;Ryder Huynh;"AFS DiGIT, DAD";PC5001542;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC11LGH6;Aktiv
07/10/20 08:02;N1M089;Catherine Barrett;"AFS Kundeservice, Kommunikation/Design";PC5001543;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1HH60R;Aktiv
01/09/20 07:59;#I/T;#I/T;"AFS Økonomi, Finans";PC5001544;Windows 10;Dell Inc.;Latitude E7250;;8B9N462;Deaktiveret
07/10/20 09:47;N1M090;Fletcher Arellano;"AFS Økonomi, Finans";PC5001545;Windows 10;Dell Inc.;Latitude 7490;;1GLRRQ2;Aktiv
07/10/20 08:54;N1M019;Jerome Brooks;"AFS DiGIT, IT-Service";PC5001546;Windows 10;LENOVO;20L6SB2400;ThinkPad T480;PF1LF941;Aktiv
07/10/20 07:53;N1M091;Johan Little;"AFS Kundeservice, Fakt. og Opkrævning";PC5001549;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC12CA9A;Aktiv
07/10/20 08:39;N1M092;Jeffrey Duncan;"AFS Direktion, Jura";PC5001550;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC122MW5;Aktiv
27/09/20 18:07;N1M093;Griffin Lowe;"AFS Kundeservice, Kommunikation/Design";PC5001551;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90T19SV;Aktiv
29/09/20 13:36;N1M094;Odin Haley;"AFS Direk., HR,Personale og Arbejdsmiljø";PC5001552;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90T19SW;Aktiv
07/10/20 09:08;N1M095;Emiliano Lawson;MP JordMiljø;PC5001553;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC130FMP;Aktiv
07/10/20 10:07;N1M096;Camron Powers;AFS Økonomi;PC5001554;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1N30LJ;Aktiv
07/10/20 07:54;N1M097;Isiah Blanchard;"AFS DiGIT, IT-Service";PC5001555;Windows 10;HP;HP EliteBook 830 G5; ;5CG90807Y2;Aktiv
07/10/20 07:32;N1M098;Chaz Trevino;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001556;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC13X0Z2;Aktiv
11/09/20 17:42;N1M048;Moises Lozano;"AFS Direktion, Sekretariat og Strategi";PC5001557;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC13TFBZ;Aktiv
07/10/20 07:46;N1M099;Meredith Shelton;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001559;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC14FDN8;Aktiv
07/10/20 08:04;N1M100;Ariana Duke;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001560;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC1427AX;Aktiv
07/10/20 07:40;N1M101;Tatiana Curry;"AFS Økonomi, Business Controlling";PC5001561;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC14QYFL;Aktiv
07/10/20 07:15;N1M102;Diego Delacruz;"Kundeservice, ADM";PC5001562;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC1537R2;Aktiv
18/09/20 14:09;N1M103;Paris Graves;AFS Kundeservice;PC5001563;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90TPQ0Z;Aktiv
07/10/20 07:33;N1M104;Sidney Aguilar;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001565;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC15M0F6;Aktiv
07/10/20 08:16;N1M105;Cannon Grimes;"AFS Direktion, Sekretariat og Strategi";PC5001566;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC15M0F5;Aktiv
07/10/20 07:26;N1M106;Jayden Gregory;"AFS Direk., HR,Personale og Arbejdsmiljø";PC5001567;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC122S06;Aktiv
07/10/20 08:07;N1M107;Aleah Washington;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001568;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC15M0F7;Aktiv
07/10/20 07:59;N1M108;Kyra Melton;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001569;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC15XDE6;Aktiv
07/10/20 07:02;N1M109;Aiyana Horton;"AFS DiGIT, DAD-Opmåling";PC5001570;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90VK2NK;Aktiv
07/10/20 07:21;N1M110;River Montgomery;AFS DiGIT;PC5001572;Windows 10;LENOVO;20L6SB2900;ThinkPad T480;PF1RZ2DM;Aktiv
07/10/20 06:59;N1M111;Aleah Mcintosh;"AFS DiGIT, Projekter";PC5001573;Windows 10;LENOVO;20LHS0GQ00;ThinkPad X380 Yoga;MP1L2Z3L;Aktiv
07/10/20 07:25;N1M112;Miley Stout;BU Netværk for Bæredygtig Erhvervsudv.;PC5001574;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PF1KAHY6;Aktiv
07/10/20 07:48;N1M113;Yasmin Oconnell;"AFS DiGIT, IT-Service";PC5001575;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC16TQRX;Aktiv
22/09/20 07:10;N1M097;Isiah Blanchard;"AFS DiGIT, IT-Service";PC5001577;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBR;Aktiv
07/10/20 08:14;N1M114;Gilberto Hendrix;AFV Innovation og Videndeling;PC5001578;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBM;Aktiv
07/10/20 06:15;N1M115;Saul Giles;AFR Projekt og Udvikling;PC5001579;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBE;Aktiv
06/10/20 19:51;N1M116;Alexia Bond;"AFS DiGIT, Projekter";PC5001580;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1E6CCJ;Aktiv
07/10/20 07:20;N1M117;Odin Blake;"AFS Økonomi, Business Controlling";PC5001581;Windows 10;LENOVO;20NYS1JC00;ThinkPad T490s;PF1GGT6S;Aktiv
07/10/20 07:48;N1M006;Orlando Larson;"AFS DiGIT, DAD-Konsulenter";PC5001582;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90VLVRZ;Aktiv
07/10/20 07:26;N1M118;Kendrick Kelley;"AFS DiGIT, DAD-Opmåling";PC5001583;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90VLVS0;Aktiv
07/10/20 07:08;N1M119;Isai Walls;MP VirksomhedsMiljø;PC5001586;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC17ZKC2;Aktiv
07/10/20 10:15;N1M120;Carla Cooke;"AFS Økonomi, Finans";PC5001587;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBD;Aktiv
07/10/20 07:16;N1M121;Mohammed Moon;"AFS Kundeservice, Kunde- og Målerdata";PC5001589;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1928P7;Aktiv
07/10/20 09:18;N1M122;Ryland Schmidt;"AFS DiGIT, IT-Service";PC5001590;Windows 10;LENOVO;20LHS0GQ00;ThinkPad X380 Yoga;MP1MDRG2;Aktiv
07/10/20 03:59;N1M123;Leticia Chandler;"AFS DiGIT, IT-Service";PC5001594;Windows 10;LENOVO;11AES08D00;ThinkCentre M90n-1;PF1ZP84L;Aktiv
07/10/20 08:44;N1M124;Jaqueline Soto;"AFS Økonomi, Finans";PC5001595;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PF1KAE68;Aktiv
07/10/20 07:38;N1M125;Melina Best;AFS DiGIT;PC5001596;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBY;Aktiv
07/10/20 07:32;N1M126;Jose Atkinson;AFS Eksterne brugere;PC5001597;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1BBS8Z;Aktiv
07/10/20 09:02;N1M127;Madison Brewer;"AFS Økonomi, Business Controlling";PC5001598;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D0V2L;Aktiv
07/10/20 07:53;N1M128;Cassidy Shannon;"AFS DiGIT, Projekter";PC5001599;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D0V2N;Aktiv
07/10/20 10:25;N1M129;Monserrat Burns;AFS Eksterne brugere;PC5001600;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1CSGQN;Aktiv
07/10/20 08:11;N1M130;Cara Waller;"AFS Direk., HR,Personale og Arbejdsmiljø";PC5001601;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CVZTC;Aktiv
07/10/20 10:29;N1M131;Enrique Weeks;"AFS Kundeservice, Fakt. og Opkrævning";PC5001602;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0EE;Aktiv
07/10/20 07:34;N1M132;Edwin Fox;"AFS DiGIT, Projekter";PC5001603;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0EF;Aktiv
07/10/20 07:54;N1M133;Dario Bonilla;"AFS Kundeservice, Fakt. og Opkrævning";PC5001605;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0ED;Aktiv
07/10/20 06:25;N1M134;Kareem Sosa;"AFS Kundeservice, Fakt. og Opkrævning";PC5001606;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW2YH;Aktiv
07/10/20 09:09;N1M135;Dominique Sellers;"AFS Økonomi, Business Controlling";PC5001607;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1D272G;Aktiv
04/09/20 10:11;N1M464;Carlee Downs;AFE Projekter;PC5001608;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC17MY31;Aktiv
07/10/20 07:53;N1M136;Norah Castillo;"AFS DiGIT, IT-Service";PC5001611;Windows 10;LENOVO;20NQS2L600;ThinkPad X390 Yoga;R90WPPGM;Aktiv
07/10/20 07:39;N1M137;Andre Mitchell;"AFS DiGIT, Projekter";PC5001613;Windows 10;LENOVO;20NQS2L600;ThinkPad X390 Yoga;R90WPPGK;Aktiv
07/10/20 07:37;N1M138;Mark Bruce;"AFS DiGIT, DAD-Konsulenter";PC5001614;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF1BZCJL;Aktiv
07/10/20 08:29;N1M139;Aleena Hayes;MP JordMiljø;PC5001615;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CSLDC;Aktiv
07/10/20 09:48;N1M140;Elliott Patel;AFV Vandsamarbejde Aalborg;PC5001616;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D2AQT;Aktiv
