Timestamp;Username;Navn;Afdeling;PCNavn;OS;Producent;Model1;Model2;S/N;PC-AD-Status
07/10/20 04:55;N1M018;Hadassah Tucker;"DIGIT, AFS";PC5008260;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90VEZXQ;Aktiv
31/08/20 11:15;N1M488;Trenton Strong;AFE Projekter;PC5008261;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90V72AE;Aktiv
07/10/20 07:14;N1M499;Diya Page;AFE Økonomi og Administration;PC5008262;Windows 10;Dell Inc.;Latitude 7480;;H9KQYM2;Aktiv
07/10/20 07:31;N1M500;Joanna Barr;AFE Forretningsudvikling;PC5008263;Windows 10;LENOVO;20KF001GMX;ThinkPad X280;PC12KY4W;Aktiv
07/10/20 06:44;N1M501;Mateo Case;AFE Salg og Service;PC5008264;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBT;Aktiv
07/10/20 06:58;N1M502;Xzavier Mullins;AFE Laboratorie;PC5008265;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBL;Aktiv
07/10/20 09:44;N1M503;Kael Waters;AFE Decentrale Værker;PC5008269;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90W1TGH;Aktiv
06/10/20 15:40;N1M504;Preston Dodson;AFE Drift;PC5008270;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC19KA89;Aktiv
07/10/20 08:33;N1M505;Rose Wilson;AFE Økonomi og Administration;PC5008271;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90VLVRY;Aktiv
07/10/20 07:58;N1M506;Walter Chandler;AFE Produktion;PC5008272;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC17ZKC1;Aktiv
05/10/20 15:42;N1M507;Bethany Clements;AFE Team M&E;PC5008273;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC18RV2K;Aktiv
07/10/20 09:13;N1M508;Talan Riddle;"AFS DiGIT, DAD-Konsulenter";PC5008275;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90WA2E8;Aktiv
04/10/20 06:59;N1M509;Jovan Shepard;AFE Vagthold;PC5008276;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1AZY7T;Aktiv
05/10/20 06:45;N1M510;Donald Hodge;AFE Net Drift;PC5008277;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF1ZVGSE;Aktiv
28/09/20 13:56;N1M511;Uriel Mckee;"Drift og Anlæg, Varme";PC5008278;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90VLVRX;Aktiv
06/10/20 08:08;N1M512;Gaven Osborn;AFE Salg og Service;PC5008279;Windows 10;LENOVO;20Q1S4UG00;ThinkPad X390;PC1B3W7M;Aktiv
07/10/20 07:42;N1M513;Teagan Finley;AFE Laboratorie;PC5008280;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90W1TGV;Aktiv
07/10/20 08:20;N1M431;Jovanni Beard;AFE Projekter;PC5008281;Windows 10;LENOVO;20KES8D300;ThinkPad X280;PC16PGXN;Aktiv
24/08/20 08:51;N1M300;Jesus Mckenzie;AFE Net Drift;PC5008284;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28VY;Aktiv
07/10/20 07:09;N1M514;Annika Contreras;AFE Projekter;PC5008285;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28W5;Aktiv
07/10/20 07:06;N1M515;Kendall Shaffer;AFE Sikring og driftsoptimering;PC5008287;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WB;Aktiv
04/10/20 20:57;N1M516;Sabrina Meadows;AFE Sikring og driftsoptimering;PC5008288;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28W1;Aktiv
06/10/20 09:41;N1M146;Amy Elliott;;PC5008289;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28W4;Aktiv
07/10/20 05:14;N1M517;Emanuel Floyd;AFE Produktion;PC5008292;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF1V3XM7;Aktiv
07/10/20 09:45;N1M465;Cedric Frye;AFE Team M&E;PC5008293;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BYZSW;Aktiv
07/10/20 07:45;N1M518;Bridget Dennis;AFE Energihandel;PC5008294;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WQ;Aktiv
07/10/20 09:41;N1M519;Precious Pennington;AFE Produktion;PC5008295;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WD;Aktiv
25/09/20 07:30;N1M409;Rolando Bruce;AFE Sikring og driftsoptimering;PC5008296;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28VX;Aktiv
30/09/20 14:53;N1M441;Milo Salas;AFE Vagthold;PC5008297;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28W9;Aktiv
01/10/20 14:16;N1M403;Erik Valenzuela;AFE Vagthold;PC5008298;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WC;Aktiv
06/10/20 23:43;N1M520;Adalyn Cabrera;AFE Vagthold;PC5008299;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WR;Aktiv
07/10/20 07:04;N1M521;Branson Atkinson;AFE Vagthold;PC5008300;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WA;Aktiv
06/10/20 15:03;N1M410;Alan Lozano;AFE Vagthold;PC5008301;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28VZ;Aktiv
07/10/20 06:09;N1M522;Nyla Allison;AFE Vedligeholdelse;PC5008302;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WN;Aktiv
06/10/20 23:35;N1M401;Anabel Price;AFE Vagthold;PC5008303;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WJ;Aktiv
23/09/20 11:23;N1M416;Jasiah Boone;"IT-Afsnit, Forsyningsvirksomhederne";PC5008304;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WS;Aktiv
02/10/20 12:16;N1M303;Raegan Wagner;AFE Decentrale Værker;PC5008305;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WH;Aktiv
07/10/20 09:58;N1M523;Zion Ruiz;AFE Forretningsudvikling;PC5008306;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28W0;Aktiv
07/10/20 09:03;N1M524;Aleena Vargas;AFE Økonomi og Administration;PC5008308;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28W2;Aktiv
06/10/20 10:51;N1M146;Amy Elliott;;PC5008309;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28VW;Aktiv
05/10/20 08:09;N1M525;Jakob Atkins;AFE Energihandel;PC5008310;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1CT9CX;Aktiv
07/10/20 07:23;N1M526;Mason Harmon;AFE Laboratorie;PC5008311;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288L;Aktiv
06/10/20 08:03;N1M146;Amy Elliott;;PC5008312;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288V;Aktiv
07/10/20 08:15;N1M527;Grady Woods;AFE Energihandel;PC5008314;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBU;Aktiv
07/10/20 07:17;N1M528;Abbigail Price;AFE Mineralprodukter;PC5008315;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288M;Aktiv
07/10/20 06:45;N1M529;Amya Owens;AFE Mineralprodukter;PC5008316;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288N;Aktiv
07/10/20 06:46;N1M399;Ali Farrell;AFE Team E&M;PC5008317;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288Q;Aktiv
07/10/20 06:58;N1M530;Tabitha Robinson;AFE Team E&M;PC5008318;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288P;Aktiv
07/10/20 06:25;N1M531;Valentino Hernandez;AFE Team E&M;PC5008319;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288A;Aktiv
07/10/20 06:41;N1M532;Lacey Delacruz;AFE Team E&M;PC5008320;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PF1KAHZ0;Aktiv
08/09/20 08:25;N1M569;Livia Weeks;AFE Energicenter;PC5008321;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1E88MM;Aktiv
07/10/20 06:51;N1M533;Amya Garrett;AFE Net Drift;PC5008322;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1E88ML;Aktiv
07/10/20 07:52;N1M534;Clarence Grimes;AFE Projekter;PC5008323;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF1WSX2H;Aktiv
07/10/20 08:03;N1M070;Braxton Knox;"AFS DiGIT, IT-Service";PC5008324;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90VXEYB;Aktiv
07/10/20 09:53;N1M535;Lorelei Mathews;AFE Salg og Service;PC5008325;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288F;Aktiv
07/10/20 07:21;N1M536;Cruz Higgins;AFE Projekter;PC5008326;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D2889;Aktiv
07/10/20 10:21;N1M537;Landen Lynn;AFE Gas;PC5008327;Windows 10;LENOVO;20Q1S4UQ00;ThinkPad X390;PC1F26H9;Aktiv
07/10/20 05:14;N1M538;Areli Sanchez;AFE Team M&E;PC5008329;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WL;Aktiv
07/10/20 07:00;N1M539;Reuben Oneal;AFE Team M&E;PC5008330;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WM;Aktiv
07/10/20 06:53;N1M540;Alice Parrish;AFE Team M&E;PC5008331;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WF;Aktiv
07/10/20 06:20;N1M541;Bentley Medina;AFE Team E&M;PC5008332;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28W3;Aktiv
07/10/20 09:51;N1M307;Elsa Krause;AFE Ledningsafsnit;PC5008333;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF1WK7RH;Aktiv
07/10/20 07:07;N1M542;Jessie Hunter;AFE Net Drift;PC5008334;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1FB8Z8;Aktiv
28/09/20 07:09;N1M533;Amya Garrett;AFE Net Drift;PC5008335;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF1WJ1FY;Aktiv
07/10/20 06:48;N1M543;Reginald Watson;AFE Team E&M;PC5008336;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1FBAX2;Aktiv
07/10/20 08:01;N1M544;Lee Roth;AFE Salg og Service;PC5008337;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1JLFZ9;Aktiv
07/10/20 07:07;N1M545;Aiden Rowe;AFE Vedligeholdelse;PC5008338;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF2CWF6E;Aktiv
06/10/20 15:28;N1M411;Willie Diaz;AFE Energihandel;PC5008339;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1K8SP9;Aktiv
07/10/20 06:58;N1M546;Caden Davis;AFE Team M&E;PC5008340;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBG;Aktiv
05/10/20 06:59;N1M302;Alvaro Armstrong;AFE Net Drift;PC5008341;Windows 10;LENOVO;20N3S70X00;ThinkPad T490;PF2BB043;Aktiv
06/10/20 10:26;N1M547;Oswaldo Blackwell;AFE Net Drift;PC5008342;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF1CUYX4;Aktiv
07/10/20 06:38;N1M394;Hayden Dudley;AFE Vagthold;PC5008343;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288D;Aktiv
06/10/20 07:56;N1M070;Braxton Knox;"AFS DiGIT, IT-Service";PC5008344;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288T;Aktiv
07/10/20 06:34;N1M548;Angeline Wise;AFE Team M&E;PC5008345;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288G;Aktiv
05/10/20 08:15;N1M549;Kenzie Roberson;AFE Vagthold;PC5008346;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288S;Aktiv
03/10/20 07:52;N1M405;Finnegan Webster;AFE Drift;PC5008347;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BYZTF;Aktiv
04/10/20 06:58;N1M550;Jayvon Stephenson;AFE Vagthold;PC5008348;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28WE;Aktiv
06/10/20 15:05;N1M406;Javion Beltran;AFE Vagthold;PC5008349;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288K;Aktiv
06/10/20 06:48;N1M551;Isabela Castaneda;AFE Vagthold;PC5008350;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288E;Aktiv
06/10/20 06:59;N1M392;Shiloh Hendrix;AFE Vagthold;PC5008351;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288B;Aktiv
05/10/20 18:43;N1M397;Abel Neal;AFE Vagthold;PC5008352;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288R;Aktiv
06/10/20 14:56;N1M552;Joanna Levine;AFE Drift;PC5008353;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288J;Aktiv
06/10/20 08:00;N1M553;Brynlee Vaughn;AFE Økonomi og Administration;PC5008354;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D288C;Aktiv
07/10/20 06:53;N1M554;Toby Stephenson;AFE Økonomi og Administration;PC5008355;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BZ443;Aktiv
07/10/20 07:04;N1M555;Kiara Horn;AFE Vedligeholdelse;PC5008357;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BZ42B;Aktiv
07/10/20 06:52;N1M415;Erica Berg;AFE Vedligeholdelse;PC5008358;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BZ43N;Aktiv
07/10/20 08:03;N1M391;Melissa Casey;AFE Team M&E;PC5008359;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BYZTG;Aktiv
06/10/20 07:56;N1M070;Braxton Knox;"AFS DiGIT, IT-Service";PC5008360;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28W7;Aktiv
06/10/20 22:55;N1M556;Jaylene Oneill;AFE Vagthold;PC5008361;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28W8;Aktiv
07/10/20 07:34;N1M412;Shane Davenport;AFE Team E&M;PC5008362;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BYXP5;Aktiv
06/10/20 14:48;N1M557;Kaley Bryant;AFE Team M&E;PC5008364;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BYXNJ;Aktiv
06/10/20 12:39;N1M068;Hailey Horn;AFE Vedligeholdelse;PC5008365;Windows 10;LENOVO;20N3S70X00;ThinkPad T490;PF2BB03K;Aktiv
07/10/20 07:31;N1M558;Riley Cowan;AFE Økonomi og Administration;PC5008366;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1K8SQS;Aktiv
16/09/20 08:53;N1M275;Brenda Gray;AFE Net Drift;PC5008367;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PF1FLH91;Aktiv
07/10/20 08:24;N1M487;Cayden Vang;AFE Produktion;PC5008368;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1KJN19;Aktiv
07/10/20 06:58;N1M559;Cassius Scott;AFE Vedligeholdelse;PC5008369;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBP;Aktiv
05/10/20 08:43;N1M113;Yasmin Oconnell;"AFS DiGIT, IT-Service";PC5008370;Windows 10;LENOVO;20T1S1DB00;ThinkPad T14s Gen 1;PC1MB5N9;Aktiv
07/10/20 06:02;N1M400;Ashley Giles;AFE Mineralprodukter;PC5008371;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBK;Aktiv
07/10/20 00:27;N1M448;Jaeden Bird;AFE Net Drift;PC5008372;Windows 10;LENOVO;20S7S3EE00;ThinkPad T15 Gen 1;PF22YRXJ;Aktiv
06/10/20 13:56;N1M146;Amy Elliott;;PC5008373;Windows 10;LENOVO;20S7S3EE00;ThinkPad T15 Gen 1;PF2321L9;Aktiv
07/10/20 06:55;N1M560;Clay Dixon;AFE Vedligeholdelse;PC5008421;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBX;Aktiv
09/09/20 10:38;#I/T;#I/T;AK Indkøb;PC5009097;Windows 10;American Megatrends Inc.;Surface Pro 3;1;014367751253;Aktiv
07/10/20 09:54;N1M561;Erik Aguilar;"AFS Kundeservice, Lager og Logistik";PC5009104;Windows 10;Dell Inc.;Latitude 7480;;552XJM2;Aktiv
07/10/20 07:05;N1M562;Hayden Keller;"AFS Kundeservice, Lager og Logistik";PC5009105;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0T0JCQ;Aktiv
07/10/20 07:03;N1M563;Rhianna Gordon;"AFS Kundeservice, Lager og Logistik";PC5009106;Windows 10;Dell Inc.;Latitude 7480;;782XJM2;Aktiv
07/10/20 06:36;N1M564;Willow Rubio;"AFS Kundeservice, Lager og Logistik";PC5009110;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC13BH6R;Aktiv
07/10/20 08:23;N1M565;Breanna Garrison;"AFS Kundeservice, Udbudsjura og Indkøb";PC5009111;Windows 10;LENOVO;20N5S2XP00;ThinkPad T590;PF1Y3DDV;Aktiv
07/10/20 09:50;N1M566;Daniela Poole;"AFS Kundeservice, Lager og Logistik";PC5009112;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0EC;Aktiv
07/10/20 07:09;N1M567;Adelaide Rivera;"AFS Kundeservice, Lager og Logistik";PC5009113;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0EG;Aktiv
07/10/20 07:04;N1M568;Kristopher Swanson;AFE Gas;PC5010104;Windows 10;Dell Inc.;Latitude 7490;;FKYYPN2;Aktiv
07/10/20 07:14;N1M440;Johnny Ortega;AFE Energicenter;PC5010105;Windows 10;Dell Inc.;Latitude E7270;;3GZ4YF2;Aktiv
07/10/20 09:01;N1M569;Livia Weeks;AFE Energicenter;PC5010106;Windows 10;Dell Inc.;Latitude E7270;;4V25YF2;Aktiv
22/09/20 13:54;N1M570;Tristan Meza;AFE Energicenter;PC5010107;Windows 10;Dell Inc.;Latitude E5570;;7079YF2;Aktiv
07/10/20 07:31;N1M570;Tristan Meza;AFE Energicenter;PC5010109;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1CMH2B;Aktiv
08/09/20 11:27;N1M569;Livia Weeks;AFE Energicenter;PC5010110;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1FN33Z;Aktiv
01/09/20 11:29;N1M681;Aracely Anton  ;MP Vandløb;PC5011095;Windows 10;Dell Inc.;Latitude E7240;00;GZ4WG12;Aktiv
07/10/20 05:53;N1M029;Nilsa Goodsell  ;MP BorgerMiljø;PC5011097;Windows 10;Dell Inc.;Latitude E5450;01;7RXLN32;Aktiv
14/09/20 11:20;N1M571;John Mccarthy;MP VirksomhedsMiljø;PC5011105;Windows 10;Dell Inc.;Latitude E7250;;BFYF662;Aktiv
27/08/20 08:55;N1M669;Winona Viger  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011107;Windows 10;Dell Inc.;Latitude E7250;;739QN72;Aktiv
07/10/20 07:34;N1M572;Cleopatra Ricciardi;MP VirksomhedsMiljø;PC5011108;Windows 10;Dell Inc.;Latitude E7270;;DC7ZP72;Aktiv
07/10/20 10:20;N1M573;Margart Broeckel  ;MP LandMiljø;PC5011109;Windows 10;Dell Inc.;Latitude E7270;;7YWCS72;Aktiv
07/10/20 06:58;N1M574;Danilo Enright;MP JordMiljø;PC5011112;Windows 10;Dell Inc.;Latitude E7270;;8QFVDC2;Aktiv
06/10/20 12:09;N1M004;Agripina Groleau;MP VandMiljø;PC5011113;Windows 10;Dell Inc.;Latitude E7270;;HSC7HC2;Aktiv
07/10/20 07:49;N1M575;Noella Bellini  ;MP Spildevand;PC5011115;Windows 10;LENOVO;20EQS22100;ThinkPad P50;PC0FGK6C;Aktiv
02/10/20 13:54;N1M576;Keneth Woodyard;BU Limfjordssekretariatet;PC5011116;Windows 10;LENOVO;20EQS1W800;ThinkPad P50;PC0EP713;Aktiv
07/10/20 08:41;N1M577;Merrilee Dooling  ;BU Center for Grøn Omstilling;PC5011117;Windows 10;LENOVO;20EQS1W800;ThinkPad P50;PC0FCXTN;Aktiv
07/10/20 07:57;N1M578;Stacey Rolling;BU Limfjordssekretariatet;PC5011118;Windows 10;LENOVO;20EQS1W800;ThinkPad P50;PC0EP714;Aktiv
07/10/20 08:50;N1M579;Madison Bowling;MP VirksomhedsMiljø;PC5011121;Windows 10;Dell Inc.;Latitude E7270;;2RC0QC2;Aktiv
07/10/20 08:21;N1M580;Kena Krasner;MP VirksomhedsMiljø;PC5011122;Windows 10;Dell Inc.;Latitude E7270;;8QC0QC2;Aktiv
07/10/20 07:49;N1M581;Terrell Rea;MP VirksomhedsMiljø;PC5011123;Windows 10;Dell Inc.;Latitude E7270;;8NC0QC2;Aktiv
07/10/20 08:32;N1M582;Norbert Bowdoin;BU Netværk for Bæredygtig Erhvervsudv.;PC5011125;Windows 10;Dell Inc.;Latitude E7270;;F28SQC2;Aktiv
07/10/20 08:52;N1M583;Molly Heston;BU Netværk for Bæredygtig Erhvervsudv.;PC5011126;Windows 10;Dell Inc.;Latitude E7270;;CNR3CG2;Aktiv
07/10/20 09:42;N1M584;Maudie Moretz;MP BorgerMiljø;PC5011134;Windows 10;Dell Inc.;Latitude E7470;;9JPRXF2;Aktiv
07/10/20 08:38;N1M585;Ja Marietta;BU Netværk for Bæredygtig Erhvervsudv.;PC5011135;Windows 10;Dell Inc.;Latitude E7470;;CZMM0G2;Aktiv
07/10/20 10:48;N1M586;Veta Farwell;MP Vandløb;PC5011138;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0M02N7;Aktiv
05/10/20 10:20;N1M587;Carri Vogel;MP BorgerMiljø;PC5011141;Windows 10;Dell Inc.;Latitude 7480;;3RHL7H2;Aktiv
26/09/20 10:53;N1M588;Fermin Mclelland;MP Vandløb;PC5011143;Windows 10;LENOVO;20EQS22100;ThinkPad P50;PC0M3244;Aktiv
27/08/20 13:24;N1M669;Winona Viger  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011146;Windows 10;Dell Inc.;Latitude 7280;;48G19H2;Aktiv
07/10/20 07:33;N1M589;Joannie Raynor;BU Center for Grøn Omstilling;PC5011147;Windows 10;Dell Inc.;Latitude 7280;;4NB09H2;Aktiv
07/10/20 07:46;N1M590;Robby Frisch;MP JordMiljø;PC5011148;Windows 10;Dell Inc.;Latitude 7480;;2RQK7H2;Aktiv
07/10/20 07:57;N1M591;Marica Bravo;BU Netværk for Bæredygtig Erhvervsudv.;PC5011151;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0P9F16;Aktiv
07/10/20 06:56;N1M592;Dan Blocker;MP Spildevand;PC5011153;Windows 10;LENOVO;20EQS22100;ThinkPad P50;PC0PPC5H;Aktiv
07/10/20 07:14;N1M593;Julissa Smithers;MP Vandløb;PC5011154;Windows 10;LENOVO;20EQS22100;ThinkPad P50;PC0PE72N;Aktiv
07/10/20 06:25;N1M594;Kerry Zamora  ;MP Administration;PC5011156;Windows 10;Dell Inc.;Latitude 7480;;7CRSLH2;Aktiv
07/10/20 07:59;N1M595;Tamatha Zuniga;BU Bæredygtig Borger og Erhverv;PC5011157;Windows 10;Dell Inc.;Latitude 7480;;8TKSLH2;Aktiv
07/10/20 07:27;N1M596;Alexander Lehrman  ;MP BorgerMiljø;PC5011158;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0QGJ8E;Aktiv
07/10/20 08:07;N1M597;Young Lemire;MP VirksomhedsMiljø;PC5011160;Windows 10;Dell Inc.;Latitude 7480;;DGRSLH2;Aktiv
07/10/20 08:12;N1M598;Son Mickelson;BU Center for Grøn Omstilling;PC5011161;Windows 10;Dell Inc.;Latitude 7480;;B6PXLH2;Aktiv
07/10/20 08:23;N1M599;Mimi Baptiste;MP Vandløb;PC5011165;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0R69XE;Aktiv
06/10/20 08:34;N1M600;Suzanna Moskowitz;BU Netværk for Bæredygtig Erhvervsudv.;PC5011167;Windows 10;Dell Inc.;Latitude 7480;;HZBN4M2;Aktiv
07/10/20 07:24;N1M187;Tate Hickman;AFV Projektering og Tilsyn;PC5011168;Windows 10;LENOVO;20EQS1YQ00;ThinkPad P50;PC0SRSGT;Aktiv
07/10/20 07:43;N1M601;Izetta Heatherly;MP PlanStab;PC5011170;Windows 10;Dell Inc.;Latitude 7480;;B5PXLH2;Aktiv
07/10/20 07:54;N1M602;Ezra Templeman;MP Grundvand;PC5011171;Windows 10;Dell Inc.;Latitude 7480;;5LRSLH2;Aktiv
05/10/20 09:00;N1M603;Lynda Yanez;MP VirksomhedsMiljø;PC5011172;Windows 10;Dell Inc.;Latitude 7480;;JGRSLH2;Aktiv
07/10/20 08:47;N1M604;Adan Kintzel;MP Vandløb;PC5011173;Windows 10;Dell Inc.;Latitude 7480;;GC4XLH2;Aktiv
07/10/20 08:40;N1M605;Horace Macintosh;MP BorgerMiljø;PC5011174;Windows 10;Dell Inc.;Latitude 7480;;GLHXLH2;Aktiv
07/10/20 08:06;N1M606;Lucinda Sirmons;MP BorgerMiljø;PC5011175;Windows 10;Dell Inc.;Latitude 7480;;GTLHZM2;Aktiv
07/10/20 08:47;N1M607;Shellie Dart;MP Grundvand;PC5011176;Windows 10;Dell Inc.;Latitude 7480;;CCMXJM2;Aktiv
07/10/20 08:45;N1M078;Carmen Blanchard;BU Center for Grøn Omstilling;PC5011177;Windows 10;Dell Inc.;Latitude 7480;;F1MXJM2;Aktiv
07/10/20 07:49;N1M608;Trang Eakle;Miljø og Plan;PC5011179;Windows 10;Dell Inc.;Latitude 7480;;872XJM2;Aktiv
07/10/20 08:31;N1M609;Armida Calder;BU Netværk for Bæredygtig Erhvervsudv.;PC5011180;Windows 10;Dell Inc.;Latitude 7480;;2R7XJM2;Aktiv
07/10/20 07:58;N1M610;Kali Auston;MP Spildevand;PC5011181;Windows 10;Dell Inc.;Latitude E7270;;GQHTQC2;Aktiv
07/10/20 07:46;N1M611;Melany Drysdale;BU Center for Grøn Omstilling;PC5011182;Windows 10;Dell Inc.;Latitude 7480;;2MKSLH2;Aktiv
07/10/20 08:32;N1M612;Rosalie Pauly;BU Limfjordssekretariatet;PC5011184;Windows 10;Dell Inc.;Latitude E7270;;FF5KFC2;Aktiv
07/10/20 07:39;N1M613;Jessenia Uvalle;MP Spildevand;PC5011187;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0TYFRK;Aktiv
07/10/20 07:02;N1M614;Madalene Burford;MP Spildevand;PC5011188;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0TXJ4L;Aktiv
